id	tweet	subtask_a	subtask_b	subtask_c
29365	   Exactly! Fred Guttenberg’s entire mission is for “Gun Control” &amp; Feinstein will do anything for a dollar. Both are on a mission to change 👉legislation in favor of taking guns from Law Abiding Americans. HOW is his whole stance NOT political?	NOT	NULL	NULL
48639	 now we know tesco's stance on gun control	NOT	NULL	NULL
94548	  Why are both eyes open if your aiming??😂😂😳 And you liberals want a war with conservatives 😂. Best of luck snowflake👍🏼	NOT	NULL	NULL
84520	 If he did wouldn’t this be the sort of thing Liberals love? Don’t they hate all law enforcement?	NOT	NULL	NULL
43951	 Hеy! I am 21 years old. I'm waiting for you hеre 👉 URL 👈 👰 😗 🌷	NOT	NULL	NULL
75762	 He is not allowed to do this he needs to be prosecuted	NOT	NULL	NULL
22691	 Can you elaborate why you think making tax cuts permanent is a bad idea?	NOT	NULL	NULL
39237	 What's doing detriment to this state (and country) is Republicans who refuse to govern as the conservatives they campaign to be. McDaniel may have some flaws (who doesn't) but he's the kind of fighter we need. Some of us are sick of the losers the GOP keeps giving us.	OFF	TIN	GRP
10692	 CONGRATULATION YOU ARE A PUN MASTER 🎉🎉	NOT	NULL	NULL
57002	 His wittle feelwings are probably hurt 'cause he knows everything said by Trump about BO's era is true!	NOT	NULL	NULL
76658	 You are NOT Robin Williams 😒	NOT	NULL	NULL
86630	  Picked the fuck up	OFF	TIN	IND
13249	 Yes...you are exempted...	NOT	NULL	NULL
12356	  She picks some random conservative issues from US and try to force fit in Indian narrative. Next might be gun control 😭	NOT	NULL	NULL
68975	 Antifa is expressly anti Nazi. Is Nunes identifying with Nazis?	NOT	NULL	NULL
95458	  Trump has no interest in caring the safety of the country.  He doesn’t care about gun control.  So far with all the shooting in the country.  He doesn’t care... he is a selfish person.  Everything is about him	OFF	TIN	IND
12196	    You are correct URL	NOT	NULL	NULL
71872	Just imagine the tyranny we’d be living under had these leftwing tryants waging war on us and our duly elected president and the American Republic itself gained tyrannical control of the US Supreme Court the neocon’s #NeverTrump crew was trying to deliver to them?  #MAGA	NOT	NULL	NULL
39320	 Liberals that think the world owes them a living.	OFF	TIN	OTH
24747	          I dont think so..it would mean he is in trouble.  Dont wish that on anyone.  Isn't that where the Cumm Inn is at?	OFF	UNT	NULL
30025	  One can always tell when Dr  is not telling the truth. His mouth is moving! Why on earth would anyone expect the  not to cosy up to Trump?	NOT	NULL	NULL
44732	    I cant even imagine it. I think they would boot her off. She is the craziest reality star of all time.	NOT	NULL	NULL
25027	STOCKS RECORD HIGH   URL   #MAGA	NOT	NULL	NULL
24145	 And no one in their infinite wisdom couldn't predict this? Please!	NOT	NULL	NULL
50116	 i’m still bitter she deserved better	NOT	NULL	NULL
10703	"    Believe all women, even those who can't even offer any specific details."" ""These other women are liars!"" I know liberals are hypocrites, but try to stay consistent through at least one event."""	OFF	TIN	GRP
15835	 That’s one way to look at it. The other is that the charge is bullshit for almost everyone.	OFF	TIN	GRP
93140	"1/ [L]iberals and conservatives are on average no more or less narcissistic compared to each other. But the two political orientations are associated with different facets of #narcissism."" URL"	NOT	NULL	NULL
46386	 Fake news	NOT	NULL	NULL
75037	   Am I a professional?  No so your statement is irrelevant.  It’s not like hardy has done basically identical falls a million times or anything.  You clearly know nothing about this.  50 bucks says he is perfectly fine.  Orton wouldn’t have said what he said if he was hurt.	NOT	NULL	NULL
24450	 Dude hasnt been sober a day since 7th grade idc what it is at this point he is broken	NOT	NULL	NULL
96026	  As I’m watching it Bentley kept looking at me 😂 he being crate trained again so we good for now. He only allowed out to eat pee and shit and occasionally play time 😂😂🤷🏾‍♀️	OFF	TIN	IND
99364	  Best female  tennis player ever? Arguably. Great player. She is starting to age and become less unbeatable.	NOT	NULL	NULL
54377	 You liberals... smh...tweeting stupid shit!  Trump order elimination of isis (Obama didn’t)....People! ..think about how people R not murder now (saved)  because we hav killed of isis	OFF	TIN	GRP
13425	  You will be voted out all together You crazy bat...	OFF	TIN	IND
34434	  False.  Your intrusion on the constitutional rights of honest Americans did NOTHING to curb violent crime.  Gun control = violence against the law-abiding citizen.	OFF	TIN	OTH
62376	  He is one who should Not own a gun-Such a lost soul—All he Needs is  Jesus Christ ✝️	OFF	TIN	IND
27508	   No gun laws have prevented the violence in Chicago or DC where laws are far more strict. Gun control laws lead to the deaths of innocent people who can’t protect themselves from criminals.	NOT	NULL	NULL
72880	 Nigga we’re going next week	OFF	TIN	OTH
56668	  Maybe he can help the liberals with TDS.	NOT	NULL	NULL
92743	 She is a bit skeptical... Her past relationships were rather challenging and she clearly has not the best experiences.   This is why she always wants to be sure. URL	NOT	NULL	NULL
68454	Kamala Harris interviewed by CBS This Morning on #Kavanaugh's character. #MAGA #MakeAmericaGreatAgain #TheResistance URL	NOT	NULL	NULL
89618	 you are too 😘😘😘	NOT	NULL	NULL
63560	 Some days you are Louis Winthorpe III before he met Ophelia. URL	NOT	NULL	NULL
26629	  You’re just as far away behind the goals at Hampden than you are at Wembley. There’s a lot of greeting faced people up here	NOT	NULL	NULL
10214	 Finally a administration that cares about its legal citizens	NOT	NULL	NULL
85206	//i’ll make a pinned tweet when i get home but She Is Here	NOT	NULL	NULL
86946	 —Faints—.	NOT	NULL	NULL
84562	 Was Al Gore nominated for Supreme Court judge? You conservatives have some nerve.	OFF	TIN	IND
87186	                                                  got you	NOT	NULL	NULL
82745	  This fluffy bastard. URL	OFF	TIN	IND
90996	      We play at Connie’s on Sat woo	NOT	NULL	NULL
72398	  I cri evritiem	NOT	NULL	NULL
39648	 Beyond absurd! Ehat flavor kool-aide is being dispensed at the water cooler? #GroupThinkStinks	NOT	NULL	NULL
49940	    Now Comes The Pain...........  #MAGA🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  #WWG1WGA URL	OFF	TIN	OTH
25616	      This is why we follow each other -such peace in my Twitter Avenue is amazing URL	NOT	NULL	NULL
83214	 Or buy a gun &amp; open carry to exert coercive control over an entire town. The open carry demonstrator who eventually stalked me absolutely had this dynamic. I wrote about it for  URL	NOT	NULL	NULL
91206	 I believe he is talented no matter what he performs. It's hard to put him in a category. What do you think?	NOT	NULL	NULL
94815	 You are awful.	OFF	TIN	IND
90987	    Why? Chairman of Young Conservatives whilst at Oxford.	NOT	NULL	NULL
43145	  Whatever your missing my point which is that he is not even reached his ceiling and not good enough for him he’s better than 7th best in the lg	NOT	NULL	NULL
36537	   ...unless you are good with an accused rapist sitting on the highest bench in the land. I'm sure your female constituents would love to hear you explain that away...	OFF	TIN	IND
84917	 Liberals go crazy over Creationist's religious beliefs yet when useful for their own insanity disregard science  There are 2 genders Male &amp; Female - this is a scientific fact  A man doesn't chop off his breasts or have babies  And where are the breastfeeding nazis for her cruelty	NOT	NULL	NULL
18540	 Didn’t she also say “ Trump will never be president take it to the bank”	NOT	NULL	NULL
34055	 Probably all staged by liberals to block Kavanaugh	NOT	NULL	NULL
52934	   She should have gotten August off to let work on stuff at the P.C. It would have help her a lot.	NOT	NULL	NULL
71880	  Hope he is able to stay in the league	NOT	NULL	NULL
36142	 President Donald J Trump brings good will to all! MAGA! SPYGATE! NOBEL!	NOT	NULL	NULL
57018	  she is in fact not latino back to your trade	NOT	NULL	NULL
46972	" Pulling out all the stops with no holds barred is the battle tactic/strategy of the usual Secular-Progressive, Democrat, or MSM Archetype.  Before our Country...Constitution is lost Conservatives and Republicans must say, No More Mr./M's. Nice Person!"""""	NOT	NULL	NULL
90011	 Bro...he is cray mehn	NOT	NULL	NULL
47864	  Ask  he know the truth hahaha 😊😊 have favoritism person so unfair	NOT	NULL	NULL
53445	A private life is a happy life 😍	NOT	NULL	NULL
55729	  Buckle up Democrats and liberals! The shit is about to hit the fan for you and the FBI/DOJ !	OFF	TIN	GRP
52729	  I still can't believe that you are 51 years old and yes your mom gave you some great genes	NOT	NULL	NULL
24776	 Did you even READ this article?  No one is suggesting Trump made this claim. And there are several links to good deeds he IS credited with. URL URL URL	NOT	NULL	NULL
59384	MUST READ 👇 #MAGA URL	NOT	NULL	NULL
94444	 3) this appointment has been commonly know for 6 months minimum .But now when the left has nothing else to throw at him she suddenly speaks up.  4) This individual is a antifa supporting liberal collage professor . Continued...	NOT	NULL	NULL
54944	*overheard convo*  dad: he’s talking about Gov. Brown. I’d like to shoot him. He’s a terrible man   small child: but why? That’d make you a criminal!  dad: it’d be worth. all liberals need to die   small child: wow that’s sad   It’s naive to think these beliefs are dying off	NOT	NULL	NULL
54532	#Liberals had some sort of mutual masturbation awards show. This is me still not caring.       URL	OFF	TIN	GRP
69072	 How awesome!  Takes pictures!  She is such an icon and legend.  What a pioneer for women!  Enjoy it!	NOT	NULL	NULL
79141	Get busy... 🤣🤣🤣  #MAGA #ConfirmKavanaugh  #DemsDesperate URL	NOT	NULL	NULL
62557	"     At least we have brains to fall out"" in the first place; unlike conservatives who believe everything their handlers feed them."""	OFF	TIN	GRP
59704	" Radicalism???  who's behind Antifa and other disruptive organizations causing havoc - your buddy George Soros.  Again, if you have a SPECIFIC accusation, you should bring it... all of your words are political rhetoric.  Nothing clear"" here."""	NOT	NULL	NULL
41061	  Tbere aren't hardly any Conservatives left in California. Perhaps the threats are just unintelligible robo calls by Antifa comrades jacked up on Starbucks and Lucky Charms.	OFF	TIN	GRP
58219	                                                  Jesus inherited the sinful genes from sinful Mary. It was in Jesus blood to commit sin.	NOT	NULL	NULL
71631	  IT WAS OFF THE PLATFORM HOW IS THIS OK!?!??	NOT	NULL	NULL
91233	 Conservatives Vote NOW! Fed Up With Stupidity!	OFF	TIN	GRP
29890	"&lt;BECAUSE YOU ARE MY 현재&gt; by Gió Ngày Thu Năm 1997 x Golden Beryl.  Because you are my 현재, so I'll cherish every moment with you. You are my past, present and my future."" Link: URL #HAPPYHYUNJAEDAY  #BELIEVE_HYUNJAE_DAY #너의존재가_기적이야 URL"	NOT	NULL	NULL
53965	 Congratulations on being in San Antonio for one year! I am glad you are working here!	NOT	NULL	NULL
56634	  You are awesome  ♥️♥️😍😍	NOT	NULL	NULL
31380	  Same with the conservatives	NOT	NULL	NULL
95051	  I didn't know Oprah Winfrey knew how to play tennis. .. 😱	NOT	NULL	NULL
45420	 What exactly does he think he is going to do? He should be careful about how he goes around issuing sly theats.	NOT	NULL	NULL
20976	  Security are paid to protect you from trash and crazy people	OFF	TIN	GRP
27273	 thank you for signing Shelby’s poster last night! She is still so excited. We are so proud of our big win! #OneTROY #GoTrojans #ProudAlum URL	NOT	NULL	NULL
71082	 Hate to rain on the parade but this is most likely a 1-11 Arkansas team they beat. Glad for Mason as he is a great player but the team they beat would not be competitive in C-USA	NOT	NULL	NULL
37276	   To pivot away from China: - Form TPP: TRUMP Pacific Partnership! - Give business to other Asian countries and form strong support network outside China! - Ban products from China that include stolen Intellectual Property - No sharing IP to do business in China  #MAGA 	NOT	NULL	NULL
16736	  Lol.... your going to jail	OFF	TIN	IND
76268	"Replace Chris Collins with anyone but Carl Paladino""  URL #TCOT #MAGA #RedNationRising"""	OFF	TIN	IND
37213	  who really cares about any of this wack ass beef???😂💀	OFF	UNT	NULL
43662	 We are actually thinking of making this event a gathering for local Antifa members and the #Resistance. Make your voices heard against #Drumpf. 🌊🌊🌊🏳️‍🌈	NOT	NULL	NULL
44815	#UofGH Justice Studies Assistant Program Head Dr. Glenn Hanna recently took part in a series of interviews with CBC radio regarding gun control and what a potential ban on handguns and assault rifles could mean for Canada. Listen to the interview here: URL URL	NOT	NULL	NULL
26791	 Liberals and third worlders to thank for it.	NOT	NULL	NULL
35995	How does this #MAGA...?!? Is this our tax dollars at work...?!? URL	OFF	UNT	NULL
39697	 And the fact he called you a nigger after you respectfully told him your preference damn near proves that theory 🤦🏽‍♀️	OFF	TIN	IND
56035	  Hi Brit. I was notified by Twitter account  that he placed me on 2 of his TARGET lists....Terrorist (LOL)...and Antifa (not so funny).  He's got high profile people like you on his list and then he's got random citizens on his lists. I have notificed 	NOT	NULL	NULL
28717	 URL  Go back to Alpha.  Sara will report more today.  Omega is coming.  Truth.  Trust the Plan.  MAGA ... WE are the PLAN = Truth.	NOT	NULL	NULL
98615	  Wait for it...GUN CONTROL...oh wait Hoggy boy is in Canada 🤣🤣🤣🤣	NOT	NULL	NULL
84708	 3 pitches right down the middle while no one else is having trouble with this guy. Its unbelievable he is playing with the season on the line	NOT	NULL	NULL
94396	 Do you have the state right....Cali and Chicago are protected by many strict gun control laws.	OFF	TIN	IND
76792	  Hahaha...It didnt happen so she is fine.....	NOT	NULL	NULL
98800	  she is a bad girl ! bad bad gril :)	NOT	NULL	NULL
90250	            Happy to connect.  #WeMakeAmericaGreat 🇺🇸🇺🇸🇺🇸	NOT	NULL	NULL
30091	 We've got a big story coming out (most probably next week) about the Communist origins of Antifa. I hope you can join us 	NOT	NULL	NULL
66909	 Fk that	NOT	NULL	NULL
49772	   You’ve got too many NewYork Liberals moving into the state. I see it in my town.	NOT	NULL	NULL
47874	   Rabid nationalists who've been misled into thinking it's the liberals who are globalists.	NOT	NULL	NULL
24727	"  Those other three are activist judges"".  They must be conservatives!"""	NOT	NULL	NULL
82136	  Why didn't she save her grandfather in Puerto Rico if she had that kind of cash? Bc She is socialist.	NOT	NULL	NULL
30698	            Thank you for allowing me aboard!  Proudly following all #MAGA #KAG Patriots 🇺🇸	NOT	NULL	NULL
28980	 LMBO! She's like Pelosi. She thinks she important because she is a female. She is a destriment to society and Real Women!	OFF	TIN	GRP
64203	 Oh what a tangled web we weave when first we practice to deceive.! Give it up Serena you are looking silly now.	OFF	TIN	IND
75782	   I will be looking to invest offshore after this	NOT	NULL	NULL
40991	 He was almost shot and that makes him an expert.	NOT	NULL	NULL
23868	" This message is also going to get Antifa members killed - if the open carry nuts"" feel someone is trying to kill them by taking their gun, they will defend themselves - and will probably not face jail. Whereas someone actively ""stealing"" a gun will."""	OFF	TIN	GRP
13611	 This is all political theater. Are liberals really that stupid to believe that the FBI investigates state crimes? Especially incidents that happened 36 years ago by a juvenile? This is nothing more than a tactic to delay Kavanaugh’s confirmation.	NOT	NULL	NULL
91244	 Perhaps we have zeroed in on the problem with liberals. Their fruits and vegetables are unclean.	NOT	NULL	NULL
66106	  It’s ridiculous. All the sock puppet accounts apparently have marching orders to start a boycott of the film. A lot of MAGA snowflakes. 😐 Thankfully most of them are on our list of known sock puppets so blocking the rest wasn’t hard.	NOT	NULL	NULL
41790	  I can't stand looking at him. 🤢🤢🤢 #TakeAStandNotAKnee 🇺🇸🇺🇸🇺🇸	NOT	NULL	NULL
22520	 If you are prepared to go through the necessary training and background checks then you should be able to carry a concealed firearm.	NOT	NULL	NULL
94004	       Please get out to vote Republican right down the ticket or Pelosi gets back into control	NOT	NULL	NULL
15678	 Be sure to just cover liberals' p.o.v.  That's what you do.  Not fair &amp; balanced.	NOT	NULL	NULL
13964	 By making conservatives so sick we can't make it to the polling place!	OFF	TIN	GRP
11281	" My fault was never with news crews reporting from within disaster areas; it was only with live shots in dangerous situations. I think it's detrimental, because a viewer could see that and say, If he or she is out in that weather, it can't be that bad."""""	NOT	NULL	NULL
69109	     Liberals Don't Appreciate Your Sarcasm. They Thought You Were On Their Side.	NOT	NULL	NULL
74427	"  1 of 2) Support Chief's comments. I'd recommend reading excellent true crime book, In Plain Sight:The Kaufman County Prosecutor Murders"" - by Kathryn Casey. Victims were all armed (DA, very heavily) and prepared to ""protect themselves."" Not about gun control, but..."""	NOT	NULL	NULL
32034	   I find it very offensive that you know what black people feel!! As a black not African because I was born in America want recognition then build your own stuff!!! It's the same with Conservatives that cry about censorship  If you don't like the rules build your own house. URL	OFF	TIN	IND
80500	  Time these “AntiFA” thugs were made a proscribed organisation - or cleaned their act up. Everyone has a right of protest - nobody has a right of extreme violent protest.	NOT	NULL	NULL
27384	" OK, on second thought, Antifa wasn't even a thing when this was done (I don't think) but solidarity with Israel"" shows that somebody is in denial of certain actions on Israel's part."""	NOT	NULL	NULL
23916	  The left doesn’t care. They victimize women and minorities for political gain. Same story different democrat. #libtards #walkaway #maga	OFF	TIN	GRP
25061	  #ProteccKaiser He is a fucking sweetheart and DESERVES THE WORLD GODAMN IT	NOT	NULL	NULL
89343	                                                 Just be careful because I got a suspension for using a meme that said gaf once!   Mirror ....	NOT	NULL	NULL
93328	 Odd how conservatives keep getting exposed of being child fuckers.   Thats why they're against abortion. More victims	OFF	TIN	GRP
84055	  Wow those liberals are so uncivil and full of hate. #LickAWitch URL	OFF	TIN	GRP
71835	    yes he is	NOT	NULL	NULL
68506	 Because she is in Labour Friends of Israel ?	NOT	NULL	NULL
63730	   Explain to me where i said that wasn’t true. I know what due process means. I know when anyone goes to court over a crime like that it affects their lives. he is not exempt from the process or ridicule	OFF	UNT	NULL
92712	   How is it you had a document that all those women signed if you didn’t know anything about the accusation. Sounds to me a cover up was planned. You are a disgrace to the office you hold	OFF	TIN	IND
75284	 Just because some flaky pink hat wearing woman says so? Try again. Where’s the police records and the like. Tired of liberals thinking they can lie to ruin someone’s life because they don’t like Trump	OFF	TIN	IND
98054	"      Good luck with that! I dont follow along with fascists like the #resist movement and their apple and google overlords. I know what happened in ww2 and its the rhetoric they use that put us there. I dont need a GOD"" to see the hate spewed from #Antifa and how that is wrong."""	OFF	TIN	GRP
89258	 I support your fight for justice and to hold those responsible accountable. The hypocrisy is beyond any moral standard. Where’s the outrage. Yet they hide behind the vail of gun control and leftists propaganda beginning with   Shame on them.	OFF	TIN	OTH
98324	 Because you are 💩	OFF	TIN	IND
37519	 Olive love the pool at Green Beagle Lodge when I am out of town! She is a good girl! URL	NOT	NULL	NULL
80977	   Ann's a smart lady and she is absolutely right!   #BuildTheWall	NOT	NULL	NULL
74666	 Let’s not forget the treatment of Sarah Palin by these same California liberals. And now they say Kavanaugh ‘s accuser is being bullied?	NOT	NULL	NULL
65552	   What do you think 'gun control' is all about then? It cannot be about saving lives because it has been proven over and over again that the only sure way to protect people from bad guys with guns is having good guys with guns to fend them off!	NOT	NULL	NULL
50108	  The Brandon Lewis express URL	NOT	NULL	NULL
92336	 Why would someone be videoing ? Inside job? 😳 asking for a friend . Hope she is ok .	NOT	NULL	NULL
86871	  Sorry to say but you are ignorant and should not tweet something without some research. Some of the ones that were arrested were seniors. They are all people that care enough about what is happening to go out to have their voices heard.	OFF	TIN	IND
51015	Bias Blockers: The New Glasses Made for #MAGA Racists and Homophobes — WATCH URL URL	OFF	TIN	GRP
34570	  This coming from the Soros militia. Aren’t you the intellectual mind behind ANTIFA?	NOT	NULL	NULL
49225	                                                 Of course.  Thanks for making my point.  ANTIFA has no clue what fascism is.	NOT	NULL	NULL
30219	 Gutierrez: People Died in Puerto Rico Because Gutierrez is a racist Hispanic.	OFF	TIN	IND
38450	 NANSBABH BITCH STFU	OFF	TIN	IND
64333	  He is.	NOT	NULL	NULL
75964	 25th amendment ? Comey and Mulller with a  half roll of duct tape should be sufficient ..... just get the sorry sonofabitch away .	OFF	TIN	IND
77236	   I love Donald Trump our president of the USA..MAGA..	NOT	NULL	NULL
13049	  Sleazy and greasy!!!	OFF	TIN	IND
36907	   Please take John Harwood's pen away.  He is incapable of unbiased reporting.	OFF	TIN	IND
94898	 That shimmmy— ok ok ok. You are that bitch. Lmao jk	OFF	TIN	IND
55977	 so many things i’ve created but this right here might be my favorite 😭😭💔💔	NOT	NULL	NULL
53127	 wow you are so beautiful ayumi	NOT	NULL	NULL
10304	 Whatever dude if you want to use Antifa tactics you should meet the baton of the riot police	NOT	NULL	NULL
38990	 Did the view just exposed crooked Hillary through Omarosa? 😂😂🤣🤣	NOT	NULL	NULL
18045	   Only when u vote out the liberals &amp; ndp!	NOT	NULL	NULL
81140	 An obvious last minute liberal ploy to delay confirmation. More dirty tricks since the liberals lost the previous election.	NOT	NULL	NULL
50874	 Crazy freaking liberals	OFF	TIN	GRP
74642	  One of my punk rock friends in NYC is always getting weird hate mail. He posted about it and in the comments someone used a J-hope gif. Of course I had to explain who he is. I love how people use their gifs and have no clue😂😂	NOT	NULL	NULL
48909	  You just described all the liberals! That's not what I said! President Trump unlike Obama Loves this Country his actions prove it he's for the growth of America not the destruction!	NOT	NULL	NULL
45774	    Bohot bohot badhai Bhuvan bhai for surpassing #10millionsubscribers milestone  You are one man army  First youtuber from india jisne apne dum par 10 million subscribers pass kiye  And hope this good news may help your father for his speedy recovery URL	NOT	NULL	NULL
19230	 The global elitists never thought you would win. Just like our Trump. America knows your truth and knows how you are trying to help your citizens. Stay strong. America knows and supports you. The NWO will NEVER win!	NOT	NULL	NULL
19257	 YOU ARE THE REAL DISNEY PRINCESS	NOT	NULL	NULL
12490	   ARE YOU FUCKING SERIOUS?  I AM ITALIAN!  TALK TO MY FATHER WHO WAS BORN IN SICILY OF YOUR RIDICULOUS NOTIONS.  YOU'RE AN IDIOT!  Why do you think the left as Antifa?  STANDS FOR ANTI-FASCISM!  DICTATORS ARE RIGHT WING!	OFF	TIN	IND
85051	   The most ironic thing is. The dems hasten their own demise while empowering their executioners.   Do they think once this monster is unleashed that it will not turn on them first?  #MAGA #WWG1WGA Written by Antifa terrorists 👇👇👇👇👇👇👇👇👇👇👇👇 URL	OFF	TIN	IND
12670	  You are a liar Ed. You have always been a liar. The people in Puerto Rico lives in squalor. Govt officials hid supplies sent. Miss reported death toll due to hurricane. Stop lying!	OFF	TIN	IND
44915	  Both of them.....	NOT	NULL	NULL
46362	 On reflection if you meant 12.47 am you are indeed fucked	OFF	TIN	IND
87668	  Now the woman has not responded to MANY attempts to be contacted about whether or not she is going to show up Monday to testify. I thought she wanted to “ be heard” all of a sudden!	NOT	NULL	NULL
31456	 Yep! She texted me to call her and when i did she told me i was fired like wtf	NOT	NULL	NULL
64664	2 hours at midnight and she said she is not a call girl?  -Awkward!	OFF	UNT	NULL
48196	  I so hope you are a real person because this is a perfect tweet.	NOT	NULL	NULL
42543	 Austin Rogers? YAY!!!!  He is a favorite.  So glad we will be seeing him again.	NOT	NULL	NULL
88589	 Correction: Antifa - PEACEFUL Protesters	NOT	NULL	NULL
66026	 what about this woman  .funny I dont see liberals fighting for her... URL	NOT	NULL	NULL
32493	". - Thank you to everyone who has supported me through this difficult time. I can’t express eloquently enough what your kindness has meant to my family and me. Here are my thoughts on threats against conservatives and what is at stake."" URL"	NOT	NULL	NULL
11293	 At what point does the Lib playbook turn to dust after repeating the same BS over and over?	NOT	NULL	NULL
16525	                                           Exactly that’s what liberals don’t understand we WILL DIE FOR OUR LOVED ONES	NOT	NULL	NULL
21487	 Get that shit off my phone Bono - I’ll never forgive you	OFF	TIN	IND
41357	   I didn't know if it was a guy or girl at first.  But she is definitely the most un-charismatic person I've ever seen hosting any type of show.	NOT	NULL	NULL
48494	 What’s the first thing you are going to do?	NOT	NULL	NULL
74575	  Endless Dreg here...😀😀😀😀 🇺🇸🇺🇸🇺🇸#MAGA    &gt;&gt;&gt;&gt;&gt;  &lt;&lt;&lt;&lt;&lt;&lt; Pervert supreme of society	OFF	TIN	GRP
33006	  He is probably dying due to dog fumes😂	NOT	NULL	NULL
12151	#TalkLikeAPirateDay   UK SCURVY PIRATE  PLUNDERED #1950swomen 's state pension CHEST &amp; refuse to PARLAY  MAROONED us with NO GOLD DOUBLOONS only wormy biscuits  #1950sbornwomen will sail alongside blast a broadside &amp; make them walk plank ⚖️  #backto60 #onevoice URL	NOT	NULL	NULL
94088	"    i feel like generally the principle i would use is punching up""  if you're taking people down then good. if you're like...just giving them a bigger audience then welp, you done f'ed up  i would compare it to antifa stuff (i mean, that is in fact what it is)"""	NOT	NULL	NULL
25913	 Did this happen when she played her sister? “Mom!!!! Serena beat me over my head with the tennis racket again.”  “ Now. Now. Mommy will bake you some cookies and tell you how your sister is marginalizing your existence.”	OFF	TIN	IND
50275	 Look at how shamelessly liberals lie to destroy a man's life...	OFF	TIN	GRP
18410	  The same thing happened when Australia introduced gun control. Just rename the unemployment line to gun deaths and remove the stock market line and you've got a graph that represents it. Also change the before and after.	NOT	NULL	NULL
65605	 So these Parkland students are a joke they were hijacked from Sanity by these gun control freakazoids at the get-go and their parents let them	NOT	NULL	NULL
78784	 left!!! URL	NOT	NULL	NULL
38349	                       Thanks in advance for the follow back	NOT	NULL	NULL
28515	  Why wasn't we given the chance to change our minds for 43years also if we have another vote and you win can we change our minds again or will all changing of minds be banned when you get your way	NOT	NULL	NULL
86872	  someone should lock her up she is nothing but a bitter and twisted old cow	NOT	NULL	NULL
62085	 Does he know who you are? Lol	NOT	NULL	NULL
17234	 I totally disagree with this. I can never tell which way he is leaning on an issue. He gives the news and asks the questions. Nothing against Chris Wallace or Shep.	NOT	NULL	NULL
62109	  then why is America succeeding under President Trump.	NOT	NULL	NULL
96658	Analysis | Devin Nunes explains ‘antifa’ and ‘all of these riots’: ‘We’re winning’ - The Washington Post ⁦ #traitor #VoteHimOut  URL	NOT	NULL	NULL
41368	 Shocking.  Consider most of the country wants smart gun control. Not the Wild Wild West like you espouse.	OFF	TIN	OTH
98141	#Yemen's Mukalla, once overrun by al-Qaeda, tries gun control. “In other places, manhood is proven by carrying weapons.  URL	NOT	NULL	NULL
58403	 Good	NOT	NULL	NULL
97189	6. She's a fucking icon. a legend. a genius. THAT BITCH.   SHE IS QUEEN.  👑👑👑👑  #NickiDaGOAT URL	OFF	TIN	IND
67963	   He is awful. And so smug.	OFF	TIN	IND
18923	"#IBelieveChristine and stand behind her bravery, which makes her a target of cruel and hideous conservatives"" who will do anything to get #Kavanaugh on the SC. #womenarewatching this ain't 1991, fellas! #VoteThemOut URL"	NOT	NULL	NULL
76805	  Yeah like conservatives are synonymous with truth telling. Pleeease.	NOT	NULL	NULL
37408	"   Name them. Who are these conservatives"" who are driving this dump truck of yours, and when they were passionate about deficits. Name them. Who are they?"""	NOT	NULL	NULL
11496	"     gun control has nothing to do with taking away rights""  As long as you agree to the stipulations you put in place."""	NOT	NULL	NULL
71133	 You are welcome. 👍	NOT	NULL	NULL
29684	 Actually it seems more specific than that. It appears the CBC is saying opposing gun control is the same as covering up child molestation in the catholic church. WTF??	OFF	TIN	OTH
22610	 Do you think he should be impeached ? #maga URL	NOT	NULL	NULL
35616	 HAVE YOU NOTICED HOW RACIST THE MEDIA IS THEY ONLY SHOW THE BLACK PLAYERS KNEELING AND NO ONE EVERY COMPLAINS ABOUT THAT ?	NOT	NULL	NULL
18445	 Consider this source ...  is a supreme ass kissing douche bag.	OFF	TIN	IND
15001	 Everyone in Washington including John Heinz is being uncovered as the corrupt elites they are...Like cockroaches running from the light.	OFF	TIN	OTH
64434	"     And is completely unconstitutional. If the state deems you are not a criminal and therefor have not relinquished your right to bear arms, they have no right to regulate who is competent"" or ""skilled"" enough to own one. Once again, it is NOT the same as driving a car."""	NOT	NULL	NULL
44205	 He passes the ball to Keita instead should have actually shot and we would not be having any discussion. If anything he is quite selfless	NOT	NULL	NULL
59710	 What if she was crying because of the way Williams was treated? / because women are treated diff on the court and she is sick of that detracting from her and other women’s achievements on the court?	NOT	NULL	NULL
78835	  He is on the practice squad and they did sign Soldier to play LT.  Granted I would of preferred they did more on the OL but they made changes.	NOT	NULL	NULL
81009	PANIC in DC - Sessions sent letter to Supreme Court re: direction for him to UNrecuse himself...  #wwg1wga #qanon  #MAGA #walkaway           URL	NOT	NULL	NULL
61243	58 factory workers massacred in Salt Lake City with Intratec MAC-11. The NRA blames gun control laws.	NOT	NULL	NULL
77890	 His ego gets in the way. He is not a great coach. Good but not great. There are several coaches that could win with the talent at Auburn.	NOT	NULL	NULL
12810	 Wait for it. The DIMS are going to preach gun control....	NOT	NULL	NULL
87655	UPDATE Chuck Schumer’s Steamy Affair With A High School Cheerleader Conf... URL via  Well someone said it so it must be true! ChickSchumer should Resign #Kavenaugh #ThursdayThoughts #FridayFeeling #DemDirtyTrick #MAGA #Resist FBI should Investigate	OFF	TIN	IND
64648	Never give in/ never give up the fight #MAGA URL	NOT	NULL	NULL
